2016-10-10 14:10:13,465 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@68be2bc2: startup date [Mon Oct 10 14:10:13 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-10-10 14:10:14,589 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/home/saradion/n7/2A/Intergiciel/TP4/apache-activemq-5.14.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2016-10-10 14:10:15,349 | INFO  | PListStore:[/home/saradion/n7/2A/Intergiciel/TP4/apache-activemq-5.14.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2016-10-10 14:10:15,579 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:shiki-42575-1476101415396-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2016-10-10 14:10:15,661 | INFO  | Listening for connections at: tcp://shiki:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-10 14:10:15,665 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2016-10-10 14:10:15,671 | INFO  | Listening for connections at: amqp://shiki:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-10 14:10:15,677 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2016-10-10 14:10:15,686 | INFO  | Listening for connections at: stomp://shiki:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-10 14:10:15,689 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2016-10-10 14:10:15,694 | INFO  | Listening for connections at: mqtt://shiki:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-10 14:10:15,696 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2016-10-10 14:10:35,844 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@30bce90b{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2016-10-10 14:10:35,966 | INFO  | Listening for connections at ws://shiki:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2016-10-10 14:10:35,967 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2016-10-10 14:10:35,969 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:shiki-42575-1476101415396-0:1) started | org.apache.activemq.broker.BrokerService | main
2016-10-10 14:10:35,970 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2016-10-10 14:10:36,541 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2016-10-10 14:10:36,756 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2016-10-10 14:10:36,756 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2016-10-10 14:10:36,795 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2016-10-10 14:10:37,345 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2016-10-10 14:10:37,382 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
